JTill log Thu Nov 30 16:45:24 GMT 2017
[16:45:24] [INFO] Connecting to database jdbc:derby:TillEmbedded;
[16:45:37] [INFO] File Added : seg0\c180.dat
[16:45:37] [INFO] File Added : seg0\c191.dat
[16:45:37] [INFO] File Added : seg0\c1a1.dat
[16:45:37] [INFO] File Added : seg0\c1b1.dat
[16:45:37] [INFO] File Added : seg0\c1c0.dat
[16:45:37] [INFO] File Added : seg0\c1d1.dat
[16:45:37] [INFO] File Added : seg0\c1e0.dat
[16:45:37] [INFO] File Added : seg0\c1f1.dat
[16:45:37] [INFO] File Added : seg0\c20.dat
[16:45:37] [INFO] File Added : seg0\c200.dat
[16:45:37] [INFO] File Added : seg0\c211.dat
[16:45:37] [INFO] File Added : seg0\c221.dat
[16:45:37] [INFO] File Added : seg0\c230.dat
[16:45:37] [INFO] File Added : seg0\c241.dat
[16:45:37] [INFO] File Added : seg0\c251.dat
[16:45:37] [INFO] File Added : seg0\c260.dat
[16:45:37] [INFO] File Added : seg0\c271.dat
[16:45:37] [INFO] File Added : seg0\c2770.dat
[16:45:37] [INFO] File Added : seg0\c2781.dat
[16:45:37] [INFO] File Added : seg0\c2791.dat
[16:45:37] [INFO] File Added : seg0\c27a1.dat
[16:45:37] [INFO] File Added : seg0\c281.dat
[16:45:37] [INFO] File Added : seg0\c290.dat
[16:45:37] [INFO] File Added : seg0\c2a1.dat
[16:45:37] [INFO] File Added : seg0\c2b1.dat
[16:45:37] [INFO] File Added : seg0\c2c1.dat
[16:45:37] [INFO] File Added : seg0\c2d0.dat
[16:45:37] [INFO] File Added : seg0\c2e1.dat
[16:45:37] [INFO] File Added : seg0\c2f0.dat
[16:45:37] [INFO] File Added : seg0\c300.dat
[16:45:37] [INFO] File Added : seg0\c31.dat
[16:45:37] [INFO] File Added : seg0\c311.dat
[16:45:37] [INFO] File Added : seg0\c321.dat
[16:45:37] [INFO] File Added : seg0\c331.dat
[16:45:37] [INFO] File Added : seg0\c340.dat
[16:45:37] [INFO] File Added : seg0\c351.dat
[16:45:37] [INFO] File Added : seg0\c361.dat
[16:45:37] [INFO] File Added : seg0\c371.dat
[16:45:37] [INFO] File Added : seg0\c380.dat
[16:45:37] [INFO] File Added : seg0\c391.dat
[16:45:37] [INFO] File Added : seg0\c3a1.dat
[16:45:37] [INFO] File Added : seg0\c3b1.dat
[16:45:37] [INFO] File Added : seg0\c3c0.dat
[16:45:37] [INFO] File Added : seg0\c3d1.dat
[16:45:37] [INFO] File Added : seg0\c3e1.dat
[16:45:37] [INFO] File Added : seg0\c3f1.dat
[16:45:37] [INFO] File Added : seg0\c400.dat
[16:45:37] [INFO] File Added : seg0\c41.dat
[16:45:37] [INFO] File Added : seg0\c411.dat
[16:45:37] [INFO] File Added : seg0\c421.dat
[16:45:37] [INFO] File Added : seg0\c430.dat
[16:45:37] [INFO] File Added : seg0\c441.dat
[16:45:37] [INFO] File Added : seg0\c451.dat
[16:45:37] [INFO] File Added : seg0\c461.dat
[16:45:37] [INFO] File Added : seg0\c470.dat
[16:45:37] [INFO] File Added : seg0\c481.dat
[16:45:37] [INFO] File Added : seg0\c490.dat
[16:45:37] [INFO] File Added : seg0\c4a1.dat
[16:45:37] [INFO] File Added : seg0\c4b0.dat
[16:45:37] [INFO] File Added : seg0\c4c1.dat
[16:45:37] [INFO] File Added : seg0\c4d0.dat
[16:45:37] [INFO] File Added : seg0\c4e1.dat
[16:45:37] [INFO] File Added : seg0\c4f0.dat
[16:45:37] [INFO] File Added : seg0\c501.dat
[16:45:37] [INFO] File Added : seg0\c51.dat
[16:45:37] [INFO] File Added : seg0\c510.dat
[16:45:37] [INFO] File Added : seg0\c521.dat
[16:45:37] [INFO] File Added : seg0\c530.dat
[16:45:37] [INFO] File Added : seg0\c541.dat
[16:45:37] [INFO] File Added : seg0\c551.dat
[16:45:37] [INFO] File Added : seg0\c560.dat
[16:45:37] [INFO] File Added : seg0\c571.dat
[16:45:37] [INFO] File Added : seg0\c5d0.dat
[16:45:37] [INFO] File Added : seg0\c5e1.dat
[16:45:37] [INFO] File Added : seg0\c5f0.dat
[16:45:37] [INFO] File Added : seg0\c60.dat
[16:45:37] [INFO] File Added : seg0\c601.dat
[16:45:37] [INFO] File Added : seg0\c611.dat
[16:45:37] [INFO] File Added : seg0\c620.dat
[16:45:37] [INFO] File Added : seg0\c631.dat
[16:45:37] [INFO] File Added : seg0\c641.dat
[16:45:37] [INFO] File Added : seg0\c651.dat
[16:45:37] [INFO] File Added : seg0\c660.dat
[16:45:37] [INFO] File Added : seg0\c671.dat
[16:45:37] [INFO] File Added : seg0\c681.dat
[16:45:37] [INFO] File Added : seg0\c691.dat
[16:45:37] [INFO] File Added : seg0\c6a0.dat
[16:45:37] [INFO] File Added : seg0\c6b1.dat
[16:45:37] [INFO] File Added : seg0\c6c0.dat
[16:45:37] [INFO] File Added : seg0\c6d1.dat
[16:45:37] [INFO] File Added : seg0\c6e0.dat
[16:45:37] [INFO] File Added : seg0\c6f1.dat
[16:45:37] [INFO] File Added : seg0\c701.dat
[16:45:37] [INFO] File Added : seg0\c71.dat
[16:45:37] [INFO] File Added : seg0\c730.dat
[16:45:37] [INFO] File Added : seg0\c741.dat
[16:45:37] [INFO] File Added : seg0\c7a0.dat
[16:45:37] [INFO] File Added : seg0\c7b1.dat
[16:45:37] [INFO] File Added : seg0\c7c0.dat
[16:45:37] [INFO] File Added : seg0\c7d1.dat
[16:45:37] [INFO] File Added : seg0\c7e1.dat
[16:45:37] [INFO] File Added : seg0\c7f0.dat
[16:45:37] [INFO] File Added : seg0\c801.dat
[16:45:37] [INFO] File Added : seg0\c81.dat
[16:45:37] [INFO] File Added : seg0\c811.dat
[16:45:37] [INFO] File Added : seg0\c820.dat
[16:45:37] [INFO] File Added : seg0\c831.dat
[16:45:37] [INFO] File Added : seg0\c840.dat
[16:45:37] [INFO] File Added : seg0\c851.dat
[16:45:37] [INFO] File Added : seg0\c861.dat
[16:45:37] [INFO] File Added : seg0\c871.dat
[16:45:37] [INFO] File Added : seg0\c880.dat
[16:45:37] [INFO] File Added : seg0\c891.dat
[16:45:37] [INFO] File Added : seg0\c8a1.dat
[16:45:37] [INFO] File Added : seg0\c90.dat
[16:45:37] [INFO] File Added : seg0\c901.dat
[16:45:37] [INFO] File Added : seg0\c9c0.dat
[16:45:37] [INFO] File Added : seg0\c9d1.dat
[16:45:37] [INFO] File Added : seg0\c9e1.dat
[16:45:37] [INFO] File Added : seg0\c9f1.dat
[16:45:37] [INFO] File Added : seg0\ca00.dat
[16:45:37] [INFO] File Added : seg0\ca1.dat
[16:45:37] [INFO] File Added : seg0\ca11.dat
[16:45:37] [INFO] File Added : seg0\ca21.dat
[16:45:37] [INFO] File Added : seg0\ca31.dat
[16:45:37] [INFO] File Added : seg0\ca40.dat
[16:45:37] [INFO] File Added : seg0\ca51.dat
[16:45:37] [INFO] File Added : seg0\ca61.dat
[16:45:37] [INFO] File Added : seg0\ca70.dat
[16:45:37] [INFO] File Added : seg0\ca81.dat
[16:45:37] [INFO] File Added : seg0\ca91.dat
[16:45:37] [INFO] File Added : seg0\caa1.dat
[16:45:37] [INFO] File Added : seg0\cb1.dat
[16:45:37] [INFO] File Added : seg0\cc0.dat
[16:45:37] [INFO] File Added : seg0\cd1.dat
[16:45:37] [INFO] File Added : seg0\ce1.dat
[16:45:37] [INFO] File Added : seg0\cf0.dat
[16:45:37] [INFO] File Added : seg0\d26f0.dat
[16:45:37] [INFO] File Added : seg0\d2701.dat
[16:45:37] [INFO] File Added : seg0\d2711.dat
[16:45:37] [INFO] File Added : seg0\d2721.dat
[16:45:37] [INFO] File Added : seg0\d2730.dat
[16:45:37] [INFO] File Added : seg0\d2740.dat
[16:45:37] [INFO] File Added : seg0\d2750.dat
[16:45:37] [INFO] File Added : seg0\d2760.dat
[16:45:37] [INFO] File Added : seg0\README_DO_NOT_TOUCH_FILES.txt
[16:45:37] [INFO] File Added : service.properties
[16:45:37] [INFO] Folder successfully compressed
[16:45:37] [INFO] Retrieving backup list
[16:45:40] [INFO] Output to Zip : backups\jtillbackup_30112017.zip
[16:45:40] [INFO] File Added : db.lck
[16:45:40] [INFO] File Added : log\log.ctrl
[16:45:40] [INFO] File Added : log\log2.dat
[16:45:40] [INFO] File Added : log\logmirror.ctrl
[16:45:40] [INFO] File Added : log\README_DO_NOT_TOUCH_FILES.txt
[16:45:40] [INFO] File Added : README_DO_NOT_TOUCH_FILES.txt
[16:45:40] [INFO] File Added : seg0\c10.dat
[16:45:40] [INFO] File Added : seg0\c101.dat
[16:45:40] [INFO] File Added : seg0\c111.dat
[16:45:40] [INFO] File Added : seg0\c121.dat
[16:45:40] [INFO] File Added : seg0\c130.dat
[16:45:40] [INFO] File Added : seg0\c141.dat
[16:45:40] [INFO] File Added : seg0\c150.dat
[16:45:40] [INFO] File Added : seg0\c161.dat
[16:45:40] [INFO] File Added : seg0\c171.dat
[16:45:40] [INFO] File Added : seg0\c180.dat
[16:45:40] [INFO] File Added : seg0\c191.dat
[16:45:40] [INFO] File Added : seg0\c1a1.dat
[16:45:40] [INFO] File Added : seg0\c1b1.dat
[16:45:40] [INFO] File Added : seg0\c1c0.dat
[16:45:40] [INFO] File Added : seg0\c1d1.dat
[16:45:40] [INFO] File Added : seg0\c1e0.dat
[16:45:40] [INFO] File Added : seg0\c1f1.dat
[16:45:40] [INFO] File Added : seg0\c20.dat
[16:45:40] [INFO] File Added : seg0\c200.dat
[16:45:40] [INFO] File Added : seg0\c211.dat
[16:45:40] [INFO] File Added : seg0\c221.dat
[16:45:40] [INFO] File Added : seg0\c230.dat
[16:45:40] [INFO] File Added : seg0\c241.dat
[16:45:40] [INFO] File Added : seg0\c251.dat
[16:45:40] [INFO] File Added : seg0\c260.dat
[16:45:40] [INFO] File Added : seg0\c271.dat
[16:45:40] [INFO] File Added : seg0\c2770.dat
[16:45:40] [INFO] File Added : seg0\c2781.dat
[16:45:40] [INFO] File Added : seg0\c2791.dat
[16:45:40] [INFO] File Added : seg0\c27a1.dat
[16:45:40] [INFO] File Added : seg0\c281.dat
[16:45:40] [INFO] File Added : seg0\c290.dat
[16:45:40] [INFO] File Added : seg0\c2a1.dat
[16:45:40] [INFO] File Added : seg0\c2b1.dat
[16:45:40] [INFO] File Added : seg0\c2c1.dat
[16:45:40] [INFO] File Added : seg0\c2d0.dat
[16:45:40] [INFO] File Added : seg0\c2e1.dat
[16:45:40] [INFO] File Added : seg0\c2f0.dat
[16:45:40] [INFO] File Added : seg0\c300.dat
[16:45:40] [INFO] File Added : seg0\c31.dat
[16:45:40] [INFO] File Added : seg0\c311.dat
[16:45:40] [INFO] File Added : seg0\c321.dat
[16:45:40] [INFO] File Added : seg0\c331.dat
[16:45:40] [INFO] File Added : seg0\c340.dat
[16:45:40] [INFO] File Added : seg0\c351.dat
[16:45:40] [INFO] File Added : seg0\c361.dat
[16:45:40] [INFO] File Added : seg0\c371.dat
[16:45:40] [INFO] File Added : seg0\c380.dat
[16:45:40] [INFO] File Added : seg0\c391.dat
[16:45:40] [INFO] File Added : seg0\c3a1.dat
[16:45:40] [INFO] File Added : seg0\c3b1.dat
[16:45:40] [INFO] File Added : seg0\c3c0.dat
[16:45:40] [INFO] File Added : seg0\c3d1.dat
[16:45:40] [INFO] File Added : seg0\c3e1.dat
[16:45:40] [INFO] File Added : seg0\c3f1.dat
[16:45:40] [INFO] File Added : seg0\c400.dat
[16:45:40] [INFO] File Added : seg0\c41.dat
[16:45:40] [INFO] File Added : seg0\c411.dat
[16:45:40] [INFO] File Added : seg0\c421.dat
[16:45:40] [INFO] File Added : seg0\c430.dat
[16:45:40] [INFO] File Added : seg0\c441.dat
[16:45:40] [INFO] File Added : seg0\c451.dat
[16:45:40] [INFO] File Added : seg0\c461.dat
[16:45:40] [INFO] File Added : seg0\c470.dat
[16:45:40] [INFO] File Added : seg0\c481.dat
[16:45:40] [INFO] File Added : seg0\c490.dat
[16:45:40] [INFO] File Added : seg0\c4a1.dat
[16:45:40] [INFO] File Added : seg0\c4b0.dat
[16:45:40] [INFO] File Added : seg0\c4c1.dat
[16:45:40] [INFO] File Added : seg0\c4d0.dat
[16:45:40] [INFO] File Added : seg0\c4e1.dat
[16:45:40] [INFO] File Added : seg0\c4f0.dat
[16:45:40] [INFO] File Added : seg0\c501.dat
[16:45:40] [INFO] File Added : seg0\c51.dat
[16:45:40] [INFO] File Added : seg0\c510.dat
[16:45:40] [INFO] File Added : seg0\c521.dat
[16:45:40] [INFO] File Added : seg0\c530.dat
[16:45:40] [INFO] File Added : seg0\c541.dat
[16:45:40] [INFO] File Added : seg0\c551.dat
[16:45:40] [INFO] File Added : seg0\c560.dat
[16:45:40] [INFO] File Added : seg0\c571.dat
[16:45:40] [INFO] File Added : seg0\c5d0.dat
[16:45:40] [INFO] File Added : seg0\c5e1.dat
[16:45:40] [INFO] File Added : seg0\c5f0.dat
[16:45:40] [INFO] File Added : seg0\c60.dat
[16:45:40] [INFO] File Added : seg0\c601.dat
[16:45:40] [INFO] File Added : seg0\c611.dat
[16:45:40] [INFO] File Added : seg0\c620.dat
[16:45:40] [INFO] File Added : seg0\c631.dat
[16:45:40] [INFO] File Added : seg0\c641.dat
[16:45:40] [INFO] File Added : seg0\c651.dat
[16:45:40] [INFO] File Added : seg0\c660.dat
[16:45:40] [INFO] File Added : seg0\c671.dat
[16:45:40] [INFO] File Added : seg0\c681.dat
[16:45:40] [INFO] File Added : seg0\c691.dat
[16:45:40] [INFO] File Added : seg0\c6a0.dat
[16:45:40] [INFO] File Added : seg0\c6b1.dat
[16:45:40] [INFO] File Added : seg0\c6c0.dat
[16:45:40] [INFO] File Added : seg0\c6d1.dat
[16:45:40] [INFO] File Added : seg0\c6e0.dat
[16:45:40] [INFO] File Added : seg0\c6f1.dat
[16:45:40] [INFO] File Added : seg0\c701.dat
[16:45:40] [INFO] File Added : seg0\c71.dat
[16:45:40] [INFO] File Added : seg0\c730.dat
[16:45:40] [INFO] File Added : seg0\c741.dat
[16:45:40] [INFO] File Added : seg0\c7a0.dat
[16:45:40] [INFO] File Added : seg0\c7b1.dat
[16:45:40] [INFO] File Added : seg0\c7c0.dat
[16:45:40] [INFO] File Added : seg0\c7d1.dat
[16:45:40] [INFO] File Added : seg0\c7e1.dat
[16:45:40] [INFO] File Added : seg0\c7f0.dat
[16:45:40] [INFO] File Added : seg0\c801.dat
[16:45:40] [INFO] File Added : seg0\c81.dat
[16:45:40] [INFO] File Added : seg0\c811.dat
[16:45:40] [INFO] File Added : seg0\c820.dat
[16:45:40] [INFO] File Added : seg0\c831.dat
[16:45:40] [INFO] File Added : seg0\c840.dat
[16:45:40] [INFO] File Added : seg0\c851.dat
[16:45:40] [INFO] File Added : seg0\c861.dat
[16:45:40] [INFO] File Added : seg0\c871.dat
[16:45:40] [INFO] File Added : seg0\c880.dat
[16:45:40] [INFO] File Added : seg0\c891.dat
[16:45:40] [INFO] File Added : seg0\c8a1.dat
[16:45:40] [INFO] File Added : seg0\c90.dat
[16:45:40] [INFO] File Added : seg0\c901.dat
[16:45:40] [INFO] File Added : seg0\c9c0.dat
[16:45:40] [INFO] File Added : seg0\c9d1.dat
[16:45:40] [INFO] File Added : seg0\c9e1.dat
[16:45:40] [INFO] File Added : seg0\c9f1.dat
[16:45:40] [INFO] File Added : seg0\ca00.dat
[16:45:40] [INFO] File Added : seg0\ca1.dat
[16:45:40] [INFO] File Added : seg0\ca11.dat
[16:45:40] [INFO] File Added : seg0\ca21.dat
[16:45:40] [INFO] File Added : seg0\ca31.dat
[16:45:40] [INFO] File Added : seg0\ca40.dat
[16:45:40] [INFO] File Added : seg0\ca51.dat
[16:45:40] [INFO] File Added : seg0\ca61.dat
[16:45:40] [INFO] File Added : seg0\ca70.dat
[16:45:40] [INFO] File Added : seg0\ca81.dat
[16:45:40] [INFO] File Added : seg0\ca91.dat
[16:45:40] [INFO] File Added : seg0\caa1.dat
[16:45:40] [INFO] File Added : seg0\cb1.dat
[16:45:40] [INFO] File Added : seg0\cc0.dat
[16:45:40] [INFO] File Added : seg0\cd1.dat
[16:45:40] [INFO] File Added : seg0\ce1.dat
[16:45:41] [INFO] File Added : seg0\cf0.dat
[16:45:41] [INFO] File Added : seg0\d26f0.dat
[16:45:41] [INFO] File Added : seg0\d2701.dat
[16:45:41] [INFO] File Added : seg0\d2711.dat
[16:45:41] [INFO] File Added : seg0\d2721.dat
[16:45:41] [INFO] File Added : seg0\d2730.dat
[16:45:41] [INFO] File Added : seg0\d2740.dat
[16:45:41] [INFO] File Added : seg0\d2750.dat
[16:45:41] [INFO] File Added : seg0\d2760.dat
[16:45:41] [INFO] File Added : seg0\README_DO_NOT_TOUCH_FILES.txt
[16:45:41] [INFO] File Added : service.properties
[16:45:41] [INFO] Folder successfully compressed
[16:45:41] [INFO] Retrieving backup list
